origin,Unnamed: 0,id,text,retweetCount,CreatedAt,author.id,author.userName,author.followers,author.following,author.createdAt,isRetweet,date,createdDate,misinformation,stance,isUSRelated
T3,1577648,1656442878384562177,@AliBradleyTV HSI has been detailed to several areas of the border for a while now.  Mostly at ELP recently.,0,Wed May 10 23:35:32 +0000 2023,262414966,2scottsherG,836,1537,Tue Mar 08 00:40:06 +0000 2011,False,2023-05-10 16:35:32,2023-05-10,T,U,1
T4,26513,1781910504715256173,@BillMelugin_ @FoxNews Brandon Judd is a joke. Never ever ever use him as the voice of immigration enforcement.  He is a disgrace to the Border Patrol.  He is Mayorkas’ right hand man.,0,Sun Apr 21 04:59:05 +0000 2024,262414966,2scottsherG,836,1537,Tue Mar 08 00:40:06 +0000 2011,False,2024-04-20 21:59:05,2024-04-20,CF,A,1
T4,30073,1781855595550712227,@MarkSKrikorian It’s an illegal immigration benefit.,0,Sun Apr 21 01:20:53 +0000 2024,262414966,2scottsherG,836,1537,Tue Mar 08 00:40:06 +0000 2011,False,2024-04-20 18:20:53,2024-04-20,UV,A,1
T4,563142,1778454106006307267,"@CIS_org @VMarsai @mri_hungary @NumbersUSA @GeorgeFishman2 I’m not sure that Cuba is actually in the driver’s seat regarding emigration.

“Over the last year [2022], nearly 250,000 Cubans, more than 2 percent of the island’s 11 million population, have migrated to the [United States]”. https://t.co/ZNl5etSett",0,Thu Apr 11 16:04:35 +0000 2024,920789748368601088,8USC12,2807,112,Wed Oct 18 23:12:38 +0000 2017,False,2024-04-11 09:04:35,2024-04-11,T,U,1
T2,1344795,1479097943193915400,"The last thing I spoke about was the concept of Public Charge, 8 U.S.C. § 1182(a)(4)—continuously on the books since 1882. It’s a reason an alien may be denied legal admission to the U.S., deported from it, or simply denied a Green Card. 1/2 https://t.co/gEPlIfbXjk",3,Thu Jan 06 14:30:04 +0000 2022,920789748368601088,8USC12,2823,112,Wed Oct 18 23:12:38 +0000 2017,False,2022-01-06 06:30:04,2022-01-06,T,U,1
T4,92673,1782026890267512883,"@joey_blau @Next_andReady @CrimeInNYC They are Border Patrol Agents, not “officers”, unless you mean those Officers at Ports of Entry who don’t work for the “[B]order [P]atrol” at all. Also, to qualify for a “hearing”, an alien must first per 8 U.S.C. § 1225(b)(1)(A)(II), be found credible by an Asylum Officer. 1/2",0,Sun Apr 21 12:41:33 +0000 2024,920789748368601088,8USC12,2808,112,Wed Oct 18 23:12:38 +0000 2017,False,2024-04-21 05:41:33,2024-04-21,T,U,1
T3,1566612,1655968933391011840,"@TheSCMayor @JohnCornyn @BillFOXLA Asylum is a discretionary benefit that has to be earned; it isn’t “offered”, and on average, each year, just 30% of aliens seeking it in Immigration Court receive it.",0,Tue May 09 16:12:14 +0000 2023,920789748368601088,8USC12,2823,112,Wed Oct 18 23:12:38 +0000 2017,False,2023-05-09 09:12:14,2023-05-09,T,A,1
T4,108432,1781053634081415350,"@MadMardigan69 @sbzprez @DeborahSeneff @HawleyMO 3. While true “[t]he Constitution is silent on immigration” Art. I, Sec. 8, Cl. 4 allowed Congress to “establish an uniform Rule of Naturalization” but courts have ruled “plenary power” ‘explicitly grants’ “[t]he federal gov’t [] power to exclude or remove [aliens] from the [US].",0,Thu Apr 18 20:14:11 +0000 2024,920789748368601088,8USC12,2808,112,Wed Oct 18 23:12:38 +0000 2017,False,2024-04-18 13:14:11,2024-04-18,T,U,1
T2,1361886,1479801343229538304,"@WellsBlackerby I might have to give some thought to doing a Space that’s UAC, TVP(R)A, Asylum, and DACA progressively since they’re interconnected.",0,Sat Jan 08 13:05:08 +0000 2022,920789748368601088,8USC12,2823,112,Wed Oct 18 23:12:38 +0000 2017,False,2022-01-08 05:05:08,2022-01-08,CF,U,1
T4,736995,1781056307585290699,"@CBP *There are no consequences for migrants who enter the U.S. unlawfully by crossing the border between ports of entry.

There, PAO pogues, I fixed your first sentence for you.",1,Thu Apr 18 20:24:48 +0000 2024,920789748368601088,8USC12,2807,112,Wed Oct 18 23:12:38 +0000 2017,False,2024-04-18 13:24:48,2024-04-18,F,A,1
T4,638118,1778829952831430810,"@gungzwei @BonkPolitics @PolitiBunny @CortesSteve The phrase ‘any country’ in D.C.’s bill seems easy for almost anyone but you apparently to understand, and “authorized to work” is not per 8 CFR § 274a.12 limited to aliens with a legal immigration status, e.g., the 30,000 DACA recipients NYC estimates live in the city.",0,Fri Apr 12 16:58:04 +0000 2024,920789748368601088,8USC12,2807,112,Wed Oct 18 23:12:38 +0000 2017,False,2024-04-12 09:58:04,2024-04-12,T,U,1
T2,1297234,1471520599784796161,"@BaileyWarren202 @LarryGCPA @BreitbartNews The article doesn't say anything about them being “given asylum” or establish  “[T]rump [A]dministration broke the law”, it says they demand amnesty based on their claims, but both were unlawfully present in the U.S. and therefore amenable to removal per 8 U.S.C. § 1227(a)(1)(B).",0,Thu Dec 16 16:40:25 +0000 2021,920789748368601088,8USC12,2821,112,Wed Oct 18 23:12:38 +0000 2017,False,2021-12-16 08:40:25,2021-12-16,T,A,1
T3,1499583,1656163886373158912,@WallclimberBB @Anna_Giaritelli Narrator: Collected biometrics would not “spread the word of deterrence”; prosecution and or deportation would.,0,Wed May 10 05:06:55 +0000 2023,920789748368601088,8USC12,2823,112,Wed Oct 18 23:12:38 +0000 2017,False,2023-05-09 22:06:55,2023-05-09,CF,A,1
T3,1544066,1656201393894719488,"@i_p_a_1 Given historical data, most aren’t likely seeking asylum in the first place.",0,Wed May 10 07:35:57 +0000 2023,920789748368601088,8USC12,2823,112,Wed Oct 18 23:12:38 +0000 2017,False,2023-05-10 00:35:57,2023-05-10,E,A,1
T4,728627,1779145687352959455,"@paulak33063332 @chiproytx Very few aliens each year request asylum, voting by aliens mostly likely occurs by those who didn’t recently arrive, and deportation can’t, absent some specific exceptions, occur without a hearing. That said, a hearing can be completed within weeks if the alien is detained.",0,Sat Apr 13 13:52:41 +0000 2024,920789748368601088,8USC12,2807,112,Wed Oct 18 23:12:38 +0000 2017,False,2024-04-13 06:52:41,2024-04-13,F,U,1
T2,1222062,1480508642596167690,Senior U.S. and Russian officials formally launch special talks on strategic stability as part of a flurry of diplomatic activity in Europe this week aimed at defusing tensions over a Russian military buildup on the border with Ukraine. https://t.co/sEj1GKz8Cn,20,Mon Jan 10 11:55:41 +0000 2022,28785486,ABC,17829534,425,Sat Apr 04 12:40:32 +0000 2009,False,2022-01-10 03:55:41,2022-01-10,NR,NR,NR
T4,176613,1780523029199532341,"Senators are expected to square off Wednesday, largely along party lines, over whether to proceed with a full-scale trial of Homeland Security Secretary Alejandro Mayorkas over his handling of immigration policy and the southern border. https://t.co/bLZ3paVO7x",7,Wed Apr 17 09:05:45 +0000 2024,28785486,ABC,17829946,425,Sat Apr 04 12:40:32 +0000 2009,False,2024-04-17 02:05:45,2024-04-17,T,U,1
T2,1261602,1473573030341320709,A group of Haitian asylum seekers who crossed into Texas as part of a migration surge last September filed a lawsuit against the Biden administration this week over alleged mistreatment by U.S. immigration authorities. https://t.co/VtdNliZXzb https://t.co/cKxrQFrge5,58,Wed Dec 22 08:36:02 +0000 2021,28785486,ABC,17829552,425,Sat Apr 04 12:40:32 +0000 2009,False,2021-12-22 00:36:02,2021-12-22,T,U,1
T4,163189,1780646282958082196,Senators are about to be sworn in as jurors in the impeachment trial of Homeland Security Sec. Alejandro Mayorkas over what Republicans say is his failure to comply with the law on immigration policy. https://t.co/nrBZiRI9ET,9,Wed Apr 17 17:15:31 +0000 2024,28785486,ABC,17830287,425,Sat Apr 04 12:40:32 +0000 2009,False,2024-04-17 10:15:31,2024-04-17,T,U,1
T3,1505961,1656410121474383872,Thousands of migrants in Mexico have been clambering onto dangerous freight trains in hopes of reaching the United States before a tough migration policy ends this week. https://t.co/KxAxf5tIQm,12,Wed May 10 21:25:22 +0000 2023,28785486,ABC,17827995,425,Sat Apr 04 12:40:32 +0000 2009,False,2023-05-10 14:25:22,2023-05-10,T,U,1
T2,1106212,1479483216230850565,"We will say it again: This policy is cruel and only causes harm.

President Biden must keep his word and restore access to asylum at the border. https://t.co/T8fE6mThqh",46,Fri Jan 07 16:01:00 +0000 2022,13393052,ACLU,1821605,5371,Tue Feb 12 16:27:34 +0000 2008,False,2022-01-07 08:01:00,2022-01-07,CF,P,0
T4,93703,1781363454713979265,"This current law is reminiscent of the “alien land laws” of the 20th century, which were used by white people to bar Chinese and Japanese immigrants from settling in their towns and cities.

Those laws violated the fundamental right to equal protection— just like Florida’s does.",14,Fri Apr 19 16:45:18 +0000 2024,13393052,ACLU,1822130,5371,Tue Feb 12 16:27:34 +0000 2008,False,2024-04-19 09:45:18,2024-04-19,T,P,0
T4,93704,1781363453640179860,"By putting much of Florida off-limits to people who simply want to buy a home, this law expands anti-Asian discrimination.

We represent four Chinese immigrants who live, work, study, and raise families here, as well as a local real estate firm, whose business has been harmed.",4,Fri Apr 19 16:45:18 +0000 2024,13393052,ACLU,1822130,5371,Tue Feb 12 16:27:34 +0000 2008,False,2024-04-19 09:45:18,2024-04-19,T,P,0
T2,1190833,1480657205506580481,"Our client Angie's son died following a border patrol vehicle pursuit.

This case is tragic — but not uncommon.

Border patrol agents have too much discretion and face zero accountability. This must change. https://t.co/Mv0NVaKdAW",59,Mon Jan 10 21:46:01 +0000 2022,13393052,ACLU,1821597,5371,Tue Feb 12 16:27:34 +0000 2008,False,2022-01-10 13:46:01,2022-01-10,T,P,0
T3,1514833,1656368883593277442,"At its core, the new rule mimics two Trump-era policies that were blocked by the courts.

This ban contradicts our nation’s laws upholding the right to seek asylum.

Make no mistake: The fight is far from over.",45,Wed May 10 18:41:30 +0000 2023,13393052,ACLU,1821445,5369,Tue Feb 12 16:27:34 +0000 2008,False,2023-05-10 11:41:30,2023-05-10,T,P,1
T2,1206101,1475252478438526989,"Joe Biden is letting illegal migrants into our country without being tested for COVID.

This is an impeachable offense.",591,Sun Dec 26 23:49:34 +0000 2021,722528529716383744,ACTBrigitte,1081881,2035,Tue Apr 19 20:53:20 +0000 2016,False,2021-12-26 15:49:34,2021-12-26,T,A,1
T3,1545720,1656315404220874759,"Shipping a few buses of illegal migrants to New York sends a message, but it’s just a political stunt.

I would like to see Governor Greg Abbott fight for Texas and DEFEND the Texas-Mexico border from illegal migrants.

Stand up to the federal government!",66,Wed May 10 15:08:59 +0000 2023,722528529716383744,ACTBrigitte,1082835,2036,Tue Apr 19 20:53:20 +0000 2016,False,2023-05-10 08:08:59,2023-05-10,CF,A,1
T2,1269551,1478864174944067584,Illegal immigrants should NOT be voting in American elections. https://t.co/unwfdXACca,75,Wed Jan 05 23:01:09 +0000 2022,722528529716383744,ACTBrigitte,1081963,2035,Tue Apr 19 20:53:20 +0000 2016,False,2022-01-05 15:01:09,2022-01-05,CF,A,1
T2,1442564,1480627338903760906,"First it’s non-citizens voting in elections, next it’s illegal migrants.",370,Mon Jan 10 19:47:20 +0000 2022,722528529716383744,ACTBrigitte,1082864,2037,Tue Apr 19 20:53:20 +0000 2016,False,2022-01-10 11:47:20,2022-01-10,F,A,1
T2,1257670,1473451782219214850,"Illegal migrants are here in violation of US law, they should be deported in mass.",820,Wed Dec 22 00:34:14 +0000 2021,722528529716383744,ACTBrigitte,1081950,2035,Tue Apr 19 20:53:20 +0000 2016,False,2021-12-21 16:34:14,2021-12-21,E,A,1
T2,1260996,1473362641263411209,"“A group of Haitian migrants filed a federal class action lawsuit against the U.S. government on Monday after their experience at the border in Del Rio, Texas, which included interactions with @CBP agents on horseback shown in now infamous photos.” https://t.co/zaDBZAKoJn",2,Tue Dec 21 18:40:02 +0000 2021,18802261,AILANational,56705,3146,Fri Jan 09 14:30:07 +0000 2009,False,2021-12-21 10:40:02,2021-12-21,T,U,1
T2,1129214,1478429786515165190,"“The #BidenAdministration brought 36 migrants back to the U.S. for court hearings on Monday under the reimposed #RemainInMexico program and expanded its enforcement of that program into San Diego, even as it continues efforts to end the policy.” https://t.co/FPUFyenGp7",6,Tue Jan 04 18:15:03 +0000 2022,18802261,AILANational,56701,3146,Fri Jan 09 14:30:07 +0000 2009,False,2022-01-04 10:15:03,2022-01-04,T,U,1
T2,1358034,1479196255821701127,"“GBH News has obtained a series of letters from #detainees...about racially biased deportation officers, inability to communicate with mental health staff due to language barriers...and being in close quarters with COVID-19 positive prisoners.""  https://t.co/DUiQuLsPBG",2,Thu Jan 06 21:00:44 +0000 2022,18802261,AILANational,56701,3146,Fri Jan 09 14:30:07 +0000 2009,False,2022-01-06 13:00:44,2022-01-06,T,P,1
T4,197126,1780273955393171823,"""State-based solutions to 'border brain,' alone, will not meet the needs of American families and businesses. Instead, we need a bipartisan focus on sweeping #immigration legal reform to make America stronger, together."" #AILANDA24
https://t.co/DMSuqaSArF",0,Tue Apr 16 16:36:01 +0000 2024,18802261,AILANational,56701,3146,Fri Jan 09 14:30:07 +0000 2009,False,2024-04-16 09:36:01,2024-04-16,CF,P,1
T2,1261505,1479090956251111437,"“Last year a third of all immigrants in #asylum cases did not have representation, according to data analyzed by @TRACReports. Over the past two decades, just 10% of asylum seekers without legal representation won their cases."" https://t.co/nzkVvv9fU5",4,Thu Jan 06 14:02:18 +0000 2022,18802261,AILANational,56705,3146,Fri Jan 09 14:30:07 +0000 2009,False,2022-01-06 06:02:18,2022-01-06,T,P,1
T2,1320503,1480558820803981313,"""The trend of declining immigration numbers began long before the pandemic...The net international migration figures have been falling every year since 2016...policy changes also seem to have had an impact."" https://t.co/bX7UN22Ilg",28,Mon Jan 10 15:15:04 +0000 2022,18802261,AILANational,56704,3146,Fri Jan 09 14:30:07 +0000 2009,False,2022-01-10 07:15:04,2022-01-10,T,U,1
T3,1521553,1656307858395344897,"Why are AILA and others against H.R. 2?
❌ ends asylum
❌ jails immigrant families
❌ resumes Trump’s wall
❌eliminates protections for unaccompanied children 
❌ restarts ‘Remain in Mexico’
❌ increases USCIS backlog

READ more: https://t.co/bQCA9LByAb",13,Wed May 10 14:39:00 +0000 2023,18802261,AILANational,56698,3146,Fri Jan 09 14:30:07 +0000 2009,False,2023-05-10 07:39:00,2023-05-10,F,P,1
T2,1246121,1474108033156452354,"“@TRACReports at @SyracuseU analyzed six years worth of immigration courts nationwide from 2016 to 2021 and found the #asylum denial rate tended to be lower in immigration courts in New York, San Francisco, Baltimore, Chicago and Arlington, Virginia.” https://t.co/Ax8cybr2Qm",2,Thu Dec 23 20:01:57 +0000 2021,18802261,AILANational,56705,3146,Fri Jan 09 14:30:07 +0000 2009,False,2021-12-23 12:01:57,2021-12-23,T,U,1
T4,199660,1780249291967058322,"AILA issued a statement for a Senate Judiciary Committee hearing, ""Legacy of Harm: Eliminating the Abuse of Solitary Confinement,"" stating that #immigration detention is exceptionally costly and Congress should instead fund effective alternatives: https://t.co/PmCBfn9Igy",7,Tue Apr 16 14:58:01 +0000 2024,18802261,AILANational,56701,3146,Fri Jan 09 14:30:07 +0000 2009,False,2024-04-16 07:58:01,2024-04-16,T,P,1
T4,782038,1780394361944957151,"Israel continues to escalate its attacks across the Gaza Strip, targeting refugee camps and killing dozens of Palestinians.

🔴 Follow our LIVE coverage: https://t.co/3U0oom5lU6 https://t.co/POgBavfGWA",846,Wed Apr 17 00:34:28 +0000 2024,4970411,AJEnglish,8856009,249,Tue Apr 17 08:23:08 +0000 2007,False,2024-04-16 17:34:28,2024-04-16,NR,NR,NR
T4,782949,1780378351858749785,"Palestinian residents in the area allege Israeli forces are using recordings of children crying to lure and target civilians, as shown in a verified video by Al Jazeera from Gaza's Nuseirat refugee camp.

🔴 LIVE updates: https://t.co/FAinimT9T6 https://t.co/KUm7neoiLv",201,Tue Apr 16 23:30:51 +0000 2024,4970411,AJEnglish,8856010,249,Tue Apr 17 08:23:08 +0000 2007,False,2024-04-16 16:30:51,2024-04-16,NR,NR,NR
T4,627424,1781661594960990359,"Israeli forces have detained 30 Palestinians throughout the occupied West Bank in the last two days of raids, with half of those arrested taken from the Nur Shams refugee camp, according to the Palestinian Prisoner’s Society.

🔴 LIVE updates: https://t.co/SGY7usjGGY https://t.co/a3hu054Tta",92,Sat Apr 20 12:30:00 +0000 2024,4970411,AJEnglish,8856086,249,Tue Apr 17 08:23:08 +0000 2007,False,2024-04-20 05:30:00,2024-04-20,NR,NR,NR
T2,1272176,1473041829801119744,"“It’s not that we want to be here, but we have no way out of this.”

Haitian asylum seekers reel in southern Mexico https://t.co/SJvNAWBd4e https://t.co/LMDPrPwvrl",32,Mon Dec 20 21:25:14 +0000 2021,4970411,AJEnglish,8857155,250,Tue Apr 17 08:23:08 +0000 2007,False,2021-12-20 13:25:14,2021-12-20,E,U,1
T2,1210393,1475109654522908675,"Bodies of at least 27 migrants, including a baby and two women, have washed ashore in western Libya, says Red Crescent https://t.co/C0AlxWBPzz https://t.co/wMuHTjywvz",241,Sun Dec 26 14:22:02 +0000 2021,4970411,AJEnglish,8857026,250,Tue Apr 17 08:23:08 +0000 2007,False,2021-12-26 06:22:02,2021-12-26,T,U,0
T4,609454,1781805046243680308,"The destruction of the Nuseirat refugee camp in Gaza — in pictures.

🔗: https://t.co/F0uQMbMhgV https://t.co/UUxrrhJaVP",527,Sat Apr 20 22:00:02 +0000 2024,4970411,AJEnglish,8856344,249,Tue Apr 17 08:23:08 +0000 2007,False,2024-04-20 15:00:02,2024-04-20,NR,NR,NR
T4,686085,1781114236724261220,"The Israeli army left a trail of destruction when it withdrew from the Nuseirat refugee camp in Gaza.

— in pictures https://t.co/F0uQMbLJrn https://t.co/lyl3U3hczS",345,Fri Apr 19 00:15:00 +0000 2024,4970411,AJEnglish,8856116,249,Tue Apr 17 08:23:08 +0000 2007,False,2024-04-18 17:15:00,2024-04-18,NR,NR,NR
T3,1553139,1656082873508659200,"The US is preparing for the end of Title 42, a controversial public health order that has allowed the authorities to turn away most asylum seekers at the Mexico border. https://t.co/9v3YmdTbgI",11,Tue May 09 23:45:00 +0000 2023,4970411,AJEnglish,8855907,250,Tue Apr 17 08:23:08 +0000 2007,False,2023-05-09 16:45:00,2023-05-09,T,P,1
T2,1132602,1478358049379303425,European countries have not done enough to ensure safe access to vaccines and certificates for undocumented migrants. — writes Alyna C Smith for #AJOpinion ⤵️ https://t.co/B7VXGiEFJb,20,Tue Jan 04 13:30:00 +0000 2022,4970411,AJEnglish,8856937,250,Tue Apr 17 08:23:08 +0000 2007,False,2022-01-04 05:30:00,2022-01-04,T,P,0
T4,691982,1781057613536588065,"At least four Palestinians have been killed in an Israeli attack on the al-Shati refugee camp, west of Gaza City, reports Palestinian news agency Wafa. 

🔴 LIVE updates: https://t.co/VQCiID7kDs https://t.co/cv3N9TfFue",83,Thu Apr 18 20:30:00 +0000 2024,4970411,AJEnglish,8856117,249,Tue Apr 17 08:23:08 +0000 2007,False,2024-04-18 13:30:00,2024-04-18,NR,NR,NR
T2,1460011,1479796084448931842,"""Keep speaking up for us.”

Controversy over Novak Djokovic’s detention is the ‘perfect opportunity’ for Australia to create a more humane immigration policy, say rights group https://t.co/NhPlohE3If https://t.co/cLEXcB4Zfk",51,Sat Jan 08 12:44:14 +0000 2022,4970411,AJEnglish,8856248,250,Tue Apr 17 08:23:08 +0000 2007,False,2022-01-08 04:44:14,2022-01-08,T,P,0
T2,1289654,1472271176688975873,"For many refugees and migrants across the world, the onset of winter marks the beginning of a potentially life-threatening period. 

— #AJOpinion by @hans_kluge ⤵️ https://t.co/CVUW4e5nhx",19,Sat Dec 18 18:22:56 +0000 2021,4970411,AJEnglish,8857163,250,Tue Apr 17 08:23:08 +0000 2007,False,2021-12-18 10:22:56,2021-12-18,T,U,1
T2,1352192,1476414169889058816,"@SenSanders @jagan_gopi Look who’s talking!! They @HouseDemocrats keeps healthcare immigrants, who are working hard day night in US for others being deprived of immigration benefits. @USCIS @USCISDirector getting EAD simply is toughest part here! 🙄",0,Thu Dec 30 04:45:43 +0000 2021,985336299505799168,AKAMI0007,820,1422,Sun Apr 15 01:57:35 +0000 2018,False,2021-12-29 20:45:43,2021-12-29,T,P,1
T2,1387484,1472996588960329732,@VP Did you ate #immigrationreform in today’s breakfast or last night dinner during talks with @POTUS ? #greencardbacklog is a serious issue ! #H4EAD #legaldreammers,0,Mon Dec 20 18:25:28 +0000 2021,985336299505799168,AKAMI0007,820,1422,Sun Apr 15 01:57:35 +0000 2018,False,2021-12-20 10:25:28,2021-12-20,T,P,1
T3,1532672,1653440389636816908,"@USCIS Even at 96, we legal immigrants won’t be technically receiving our GC due to 100 plus yr backlogged. Do you feel any shame? #GreenCardBacklog",15,Tue May 02 16:44:42 +0000 2023,985336299505799168,AKAMI0007,821,1422,Sun Apr 15 01:57:35 +0000 2018,False,2023-05-02 09:44:42,2023-05-02,E,I,1
T2,1343210,1479553597385977857,"@SBN26907113 @legalHSKpanda @USCIS @USCISDirector @doug_rand I am telling you @USCIS is becoming a joke to immigration services! They can’t handle the load very clear! No accountability no ownership, just take money and forget machine, they are now! It’s simply low IQ employees running this show, if it’s my company I would have fired them",0,Fri Jan 07 20:40:41 +0000 2022,985336299505799168,AKAMI0007,821,1422,Sun Apr 15 01:57:35 +0000 2018,False,2022-01-07 12:40:41,2022-01-07,E,P,1
